NFCSID,A1,Retirement_Account,Contribute_Retirement,Own_Stocks,B2_2,Own_MutualFunds,Own_ETFs,Own_Annuities,B2_7,B2_20,Own_REITs,B2_22,B2_23,B2_24,B2_25,B3,B4,B5,B6,B20,B21,Risk_Tolerance,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,Advisor_Approval,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,Fee_Confidence,C26,C7,Market_Confidence_LongTerm,Market_Fairness_Confidence,D2,Market_Performance,D20,D21,D4,E1_1,E20,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_5,F2_6,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,Investing_Comfort,Financial_Comfort,G20,Stock_Ownership_Knowledge,G5,Stock_vs_Bond_Knowledge,Financial_Knowledge_TrueFalse,G21,Risk_Perception_Knowledge,G22,G11,G12,G13,H2,H3,WGT1,Gender,Age Group,Ethnicity,Education,Annual Income,Investing_Comfort_score,Financial_Comfort_score,Market_Confidence_LongTerm_score,Market_Fairness_Confidence_score,Fee_Confidence_score,Own_Stocks_score,Own_MutualFunds_score,Own_ETFs_score,Own_Annuities_score,Own_REITs_score,Retirement_Account_score,Contribute_Retirement_score,Risk_Tolerance_score,Market_Performance_score,Advisor_Approval_score,Stock_Ownership_Knowledge_score,Stock_vs_Bond_Knowledge_score,Financial_Knowledge_TrueFalse_score,Risk_Perception_Knowledge_score,Total_Score,FinLit_Level
2018010217,Primary decision-maker,1,1,1,Yes,1,1,1,No,Yes,2,No,No,No,No,4 to 10 times,"$1,000,000 or more",No,No Response Given,No Response Given,No,3,Less than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,0.5% to < 1%,8.0,No,No,10,10,5% to 9.9%,2,Bought,Neither,1 - Strongly disagree,10 - Extremely confident,Don't know,Protecting investors,Paper mail,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,10,6,7 - Strongly agree,1,Lent money to the company,2,1,True,98,Less likely to decline,Can be tax-free,Don't know,Sell soon after buying,No,Yes,0.910655279,2,3,1,1,3,10,6,10,10,8.0,3,3,3,2,1,3,3,2,3,No Response Given,2,2,2,0,73.0,High
2018010221,Primary decision-maker,1,1,1,No,2,2,1,No,Yes,2,No,No,No,No,None,"$5,000 to < $10,000",Don't know,No Response Given,No Response Given,Don't know,3,Don't know,No,No Response Given,No Response Given,No Response Given,Frequently,Never,Sometimes,Never,Never,1.0,Frequently,Never,Sometimes,Never,No,No,No,Yes,Don't know,No Response Given,No,No,5,3,Don't know,2,Neither,Neither,3,6,No,Both,In-person meeting,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No Response Given,No Response Given,No Response Given,4,4,5,2,Lent money to the company,2,1,True,5,Don't know,Can be tax-free,Don't know,Don't know,Yes,Yes,0.609443224,2,3,1,2,2,4,4,5,3,No Response Given,3,1,1,2,1,3,3,2,3,5.0,0,2,2,0,44.0,Below Average
2018010224,Primary decision-maker,1,1,1,No,2,1,1,No,No,1,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,No,3,More than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,Yes,0.5% to < 1%,6.0,No,No,8,6,5% to 9.9%,2,Neither,Buy,2,5,Don't know,Both,Paper mail,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,5,4,4 - Neither agree nor disagree,1,Don't know,98,2,True,1,Don't know,Can be tax-free,$500,Sell at a loss,No,Yes,0.910655279,2,3,1,1,2,5,4,8,6,6.0,3,1,3,2,3,3,3,2,3,No Response Given,2,0,0,2,56.0,Average
2018010235,Share decision-making,1,1,2,No,1,2,2,No,Yes,2,No,No,No,No,None,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,Don't know,2,More than half,Yes,Don't know,No,No,Frequently,Never,Never,Never,Never,2.0,Sometimes,Sometimes,Never,Never,No,Don't know,Yes,Yes,Don't know,No Response Given,No,No,8,7,Don't know,2,Neither,Neither,5,7,Don't know,Both,Paper mail,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,7,5,6,1,Lent money to the company,98,1,True,1,Don't know,Don't know,Don't know,Don't know,Yes,Yes,0.910655279,2,3,1,1,2,7,5,8,7,No Response Given,1,3,1,1,1,3,3,4,3,3.0,2,0,2,2,56.0,Average
2018010247,Primary decision-maker,1,1,2,No,1,2,2,No,No,2,No,No,No,No,None,"$2,000 to < $5,000",Don't know,No Response Given,No Response Given,No,4,Less than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Never,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,No,5,5,Don't know,2,Neither,Neither,4 - Neither agree nor disagree,8,Yes,Protecting institutions,Paper mail,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,7,5,4 - Neither agree nor disagree,1,Don't know,98,2,True,4,Don't know,Don't know,$250,Sell at a loss,No,Yes,0.910655279,2,3,1,1,3,7,5,5,5,10.0,1,3,1,1,1,3,3,1,3,No Response Given,2,0,0,0,51.0,Average
2018010249,Primary decision-maker,1,1,2,No,1,2,2,No,Yes,2,No,No,No,Yes,1 to 3 times,"Less than $2,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Very risky,No,No,Never,Never,Frequently,Never,Sometimes,No Response Given,Never,Never,Sometimes,Sometimes,No,Yes,Yes,Yes,0.5% to < 1%,2.0,No,No,7,7,10% to 14.9%,3,Bought,Buy,4 - Neither agree nor disagree,5,Yes,Both,Paper mail,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No Response Given,No,No,7,4,5,1,Don't know,2,1,True,4,Don't know,Lower risk,$500,Sell at a loss,No,Yes,1.493157591,2,2,1,1,2,7,4,7,7,2.0,1,3,1,1,1,3,3,2,5,No Response Given,2,2,2,0,53.0,Average
2018010251,Share decision-making,1,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"$2,000 to < $5,000",Don't know,No Response Given,No Response Given,No,4,Less than half,Yes,Very risky,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,4.0,No,No,5,98,Don't know,2,Neither,Neither,5,5,Don't know,Both,Paper mail,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,2,1,5,1,Don't know,2,1,True,98,Don't know,Don't know,$500,Don't know,Yes,No,0.874876747,2,2,1,2,3,2,1,5,0,4.0,3,1,1,1,1,3,3,1,3,No Response Given,2,2,2,0,35.0,Below Average
2018010258,Share decision-making,1,1,1,No,2,2,1,No,No,2,No,No,No,No,None,"$250,000 to < $500,000",No,No Response Given,No Response Given,Don't know,3,More than half,Yes,Extremely risky,No,No,Never,Sometimes,Never,Never,Never,No Response Given,Never,Never,Never,Never,No,Yes,No,Yes,1% to < 2%,3.0,No,No,10,5,5% to 9.9%,98,Neither,Neither,7 - Strongly agree,4,No,Both,Paper mail,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,No Response Given,1,3,4 - Neither agree nor disagree,1,Lent money to the company,2,1,Don't know,5,Less likely to decline,Can be tax-free,$0,Sell soon after buying,No,No,0.910655279,2,3,1,1,2,1,3,10,5,3.0,3,1,1,2,1,3,3,2,0,No Response Given,2,2,2,0,44.0,Below Average
2018010262,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Yes,No,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,No,Don't know,No,Don't know,No Response Given,Yes,No,8,7,0% to 4.9%,2,Neither,Neither,2,6,Yes,Protecting investors,Email delivery,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,7,5,5,1,Lent money to the company,2,1,False,1,Less risky short term,Can be tax-free,$250,Sell borrowed shares,Yes,No,0.910655279,1,3,1,1,1,7,5,8,7,No Response Given,3,3,1,1,1,3,3,2,3,No Response Given,2,2,2,2,55.0,Average
2018010274,Primary decision-maker,1,1,2,No,1,2,2,No,No,2,No,No,No,No,None,"$2,000 to < $5,000",Don't know,No Response Given,No Response Given,Don't know,3,Less than half,Yes,Very risky,No,No,Frequently,Sometimes,Never,Never,Never,2.0,Never,Never,Never,Never,Don't know,Don't know,Don't know,Yes,0.5% to < 1%,8.0,No,No,8,7,Don't know,2,Neither,Neither,3,7,No,Both,Email delivery,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,7,4,3,1,Don't know,1,1,True,98,Less risky short term,Lower risk,Don't know,Sell before peak,Yes,Yes,1.566607663,2,1,1,2,2,7,4,8,7,8.0,1,3,1,1,1,3,3,2,3,3.0,2,0,2,0,59.0,Average
2018010307,Primary decision-maker,1,1,2,No,1,1,2,No,No,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,3,Less than half,Yes,Very risky,No,No,Sometimes,Sometimes,Sometimes,Never,Never,1.0,Never,Sometimes,Frequently,Never,Yes,No,Yes,No,Less than 0.5%,9.0,No,No,8,7,5% to 9.9%,2,Neither,Neither,2,7,Don't know,Both,Email delivery,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No Response Given,Yes,No Response Given,8,5,5,1,Lent money to the company,98,1,False,1,Lower fees/expenses,Can be tax-free,Don't know,Don't know,Yes,Yes,0.910655279,2,3,1,1,1,8,5,8,7,9.0,1,3,3,1,1,3,3,2,3,5.0,2,0,2,2,68.0,Average
2018010311,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Yes,No,No Response Given,No,3,More than half,Yes,Very risky,No,No,Never,Never,Frequently,Sometimes,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Less than 0.5%,10.0,No,No,7,5,Don't know,3,Neither,Sell,1 - Strongly disagree,6,Yes,Both,Email delivery,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No Response Given,No Response Given,No Response Given,9,6,7 - Strongly agree,1,Don't know,1,1,True,1,Don't know,Don't know,Don't know,Don't know,Yes,Yes,0.609443224,2,3,1,2,1,9,6,7,5,10.0,3,3,1,1,1,3,3,2,5,No Response Given,2,0,2,2,65.0,Average
2018010319,Primary decision-maker,2,1,1,Yes,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Yes,4,Less than half,No,No Response Given,No Response Given,No Response Given,Frequently,Frequently,Sometimes,Never,Never,1.0,Frequently,Frequently,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,Yes,10,10,20% or more,3,Neither,Neither,4 - Neither agree nor disagree,10 - Extremely confident,Yes,Protecting institutions,Don't know,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,9,5,4 - Neither agree nor disagree,2,Lent money to the company,2,1,True,98,Don't know,Lower risk,$250,Don't know,Yes,No,1.493157591,2,2,1,1,2,9,5,10,10,10.0,3,3,1,1,1,1,3,1,5,5.0,0,2,2,0,72.0,High
2018010331,Share decision-making,1,1,1,Yes,2,2,2,No,Yes,2,No,No,No,No,None,"Less than $2,000",Don't know,No Response Given,No Response Given,Don't know,4,Less than half,Yes,Extremely risky,No,No,Frequently,Never,Never,Never,Never,1.0,Never,Sometimes,Never,Never,Don't know,Yes,No,Yes,1% to < 2%,5.0,No,No,8,8,Don't know,2,Neither,Don't know,3,6,Don't know,Both,Paper mail,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,No,No Response Given,5,4,3,1,Own a part of the company,1,1,False,1,Lower fees/expenses,Don't know,$250,Sell at a loss,No,Yes,0.910655279,2,3,1,1,1,5,4,8,8,5.0,3,1,1,1,1,3,3,1,3,5.0,2,0,2,2,58.0,Average
2018010341,Share decision-making,1,1,1,Yes,1,2,1,No,No,98,Yes,Don't know,No,No,11 times or more,"$1,000,000 or more",Don't know,No Response Given,No Response Given,No,2,More than half,Yes,Moderately risky,Yes,Yes,Sometimes,Sometimes,Frequently,Never,Never,1.0,Sometimes,Sometimes,Frequently,Frequently,Yes,Yes,Yes,Yes,Don't know,No Response Given,No,No,9,9,15% to 19.9%,2,Bought,Buy,7 - Strongly agree,8,Yes,Protecting investors,Paper mail,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,9,7,7 - Strongly agree,1,Own a part of the company,2,1,True,1,Lower fees/expenses,Can be tax-free,$250,Sell at a loss,Yes,Yes,0.874876747,2,2,1,2,3,9,7,9,9,No Response Given,3,3,1,2,0,3,3,4,3,5.0,2,2,2,2,69.0,Average
2018010342,Share decision-making,1,1,2,No,1,2,2,No,No,2,No,No,No,No,None,"$50,000 to < $100,000",No,No Response Given,No Response Given,No,4,More than half,Yes,Extremely risky,No,No,Sometimes,Sometimes,Never,Never,Never,1.0,Never,Sometimes,Sometimes,Never,No,No,No,Yes,1% to < 2%,8.0,Yes,No,5,6,0% to 4.9%,2,Neither,Don't know,2,5,Yes,Protecting investors,Email delivery,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,Yes,No Response Given,7,6,6,1,Don't know,98,1,True,4,Don't know,Lower risk,Don't know,Don't know,Yes,Yes,0.910655279,1,3,1,1,1,7,6,5,6,8.0,1,3,1,1,1,3,3,1,3,5.0,2,0,2,0,58.0,Average
2018010359,Primary decision-maker,1,1,98,No,98,2,1,No,Yes,2,No,No,No,No,None,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,Don't know,3,Don't know,Yes,Don't know,No,No,Frequently,Never,Never,Never,Never,1.0,Never,Never,Never,Never,No,No,No,No,Don't know,No Response Given,Yes,No,2,2,Don't know,2,Neither,Don't know,6,5,Don't know,Don't know,Paper mail,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,1,1,4 - Neither agree nor disagree,2,Don't know,98,98,Don't know,98,Don't know,Don't know,$0,Don't know,Yes,Yes,0.910655279,2,3,1,1,1,1,1,2,2,No Response Given,0,0,1,2,1,3,3,2,3,5.0,0,0,0,0,26.0,Low
2018010369,Primary decision-maker,1,1,2,No,2,2,1,No,No,2,No,No,No,No,Don't know,"$250,000 to < $500,000",No,No Response Given,No Response Given,Don't know,3,Don't know,No,No Response Given,No Response Given,No Response Given,Frequently,Sometimes,Don't know,Don't know,Don't know,1.0,Sometimes,Never,Never,Never,No,No,No,Yes,Don't know,No Response Given,No,No,4,5,Don't know,3,Neither,Don't know,4 - Neither agree nor disagree,3,Don't know,Prefer not to say,Paper mail,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,No Response Given,3,2,5,1,Lent money to the company,2,1,False,98,Less likely to decline,Lower risk,Don't know,Sell at a loss,No,Yes,0.910655279,2,3,1,1,1,3,2,4,5,No Response Given,1,1,1,2,1,3,3,2,5,5.0,2,2,2,0,44.0,Below Average
2018010376,Share decision-making,1,1,1,No,2,2,1,No,No,2,No,No,No,No,None,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,No,3,More than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,Yes,Do not pay any fees,8.0,Yes,No,6,7,5% to 9.9%,2,Neither,Neither,2,1 - Not at all confident,No,Both,Email delivery,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,4,1,4 - Neither agree nor disagree,1,Lent money to the company,2,98,False,98,Don't know,Don't know,$500,Don't know,No,Yes,0.609443224,2,3,1,2,2,4,1,6,7,8.0,3,1,1,2,1,3,3,2,3,No Response Given,2,2,0,0,49.0,Below Average
2018010377,Share decision-making,1,1,1,No,2,1,2,No,Yes,1,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Sometimes,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Do not pay any fees,10.0,Yes,Yes,6,5,0% to 4.9%,2,Neither,Buy,1 - Strongly disagree,7,No,Protecting institutions,Email delivery,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,9,7,7 - Strongly agree,1,Lent money to the company,2,2,False,1,Lower fees/expenses,Can be tax-free,Don't know,Don't know,Yes,Yes,0.609443224,2,3,1,2,2,9,7,6,5,10.0,3,1,3,1,3,3,3,2,3,No Response Given,2,2,0,2,65.0,Average
2018010388,Share decision-making,1,1,2,Don't know,98,98,1,Don't know,No,98,Don't know,Don't know,Don't know,Don't know,Don't know,Prefer not to say,Don't know,No Response Given,No Response Given,No,4,Don't know,Yes,Don't know,No,No,Sometimes,Frequently,Sometimes,Never,Never,1.0,Sometimes,Never,Never,Never,No,Don't know,Don't know,Yes,Don't know,No Response Given,Yes,Don't know,7,1,Don't know,2,Neither,Don't know,1 - Strongly disagree,1 - Not at all confident,No,Protecting institutions,Paper mail,No,Yes,No,Yes,Don't know,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,2,3,4 - Neither agree nor disagree,1,Lent money to the company,98,1,True,98,Less risky short term,Can be tax-free,Don't know,Sell at a loss,Yes,Yes,0.609443224,2,3,1,2,2,2,3,7,1,No Response Given,1,0,0,2,0,3,3,1,3,5.0,2,0,2,0,35.0,Below Average
2018010396,Primary decision-maker,1,1,1,No,1,2,2,No,Yes,2,Yes,No,No,No,4 to 10 times,"$100,000 to < $250,000",Yes,No,No Response Given,No,2,More than half,Yes,Extremely risky,No,No,Sometimes,Sometimes,Frequently,Never,Never,1.0,Sometimes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,1% to < 2%,8.0,Yes,No,9,5,5% to 9.9%,3,Neither,Buy,5,10 - Extremely confident,Yes,Protecting investors,Email delivery,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No Response Given,Yes,No Response Given,9,5,6,1,Lent money to the company,2,1,Don't know,1,Less likely to decline,Can be tax-free,$250,Sell borrowed shares,Yes,Yes,0.609443224,1,3,1,2,3,9,5,9,5,8.0,3,3,1,1,1,3,3,4,5,5.0,2,2,2,2,73.0,High
2018010400,Primary decision-maker,1,1,2,No,1,2,1,Yes,Yes,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,No Response Given,No,1,Less than half,Yes,Moderately risky,No,No,Sometimes,Never,Sometimes,Sometimes,Frequently,2.0,Sometimes,Sometimes,Sometimes,Sometimes,No,Yes,No,Yes,Less than 0.5%,8.0,No,No,8,8,10% to 14.9%,2,Neither,Neither,7 - Strongly agree,8,No,Both,Paper mail,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Don't know,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,8,7,7 - Strongly agree,1,Lent money to the company,2,1,True,2,Lower fees/expenses,Greater demand,$250,Sell before peak,Yes,Yes,1.493157591,1,2,1,1,2,8,7,8,8,8.0,1,3,1,2,1,3,3,5,3,3.0,2,2,2,0,70.0,High
2018010404,Primary decision-maker,1,1,1,Yes,1,1,1,Yes,Yes,2,No,Yes,No,No,4 to 10 times,"$250,000 to < $500,000",No,No Response Given,No Response Given,Yes,2,More than half,Yes,Moderately risky,Yes,Yes,Frequently,Frequently,Frequently,Frequently,Sometimes,1.0,Frequently,Frequently,Sometimes,Frequently,No,Yes,No,Yes,2% to < 4%,9.0,Yes,No,8,8,15% to 19.9%,2,Bought,Buy,7 - Strongly agree,6,Yes,Both,Email delivery,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Don't know,8,6,6,4,Lent money to the company,1,1,True,1,Less risky short term,Lower risk,$250,Sell soon after buying,Yes,Yes,1.566607663,1,1,1,2,2,8,6,8,8,9.0,3,3,3,2,1,3,3,4,3,5.0,0,0,2,2,73.0,High
2018010408,Primary decision-maker,1,1,2,No,1,1,2,No,No,2,No,No,No,No,4 to 10 times,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,2,Don't know,Yes,Extremely risky,No,No,Frequently,Sometimes,Sometimes,Never,Never,2.0,Never,Never,Never,Never,Yes,Yes,Don't know,No,1% to < 2%,6.0,No,Yes,7,7,5% to 9.9%,2,Bought,Buy,3,7,No,Both,Email delivery,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,8,4,6,1,Lent money to the company,3,1,False,1,Less risky short term,Don't know,Don't know,Don't know,Yes,Yes,1.493157591,1,2,1,1,1,8,4,7,7,6.0,1,3,3,1,1,3,3,4,3,3.0,2,0,2,2,63.0,Average
2018010418,Share decision-making,2,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"$2,000 to < $5,000",No,No Response Given,No Response Given,No,3,Less than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Never,Never,Never,No Response Given,Never,Never,Never,Never,No,Yes,No,Yes,0.5% to < 1%,1.0,No,No,99,4,5% to 9.9%,2,Neither,Sell,7 - Strongly agree,4,Don't know,Both,Paper mail,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,5,3,1 - Strongly disagree,4,Can vote on shareholder resolutions,2,98,True,2,Lower fees/expenses,Don't know,$0,Sell at a loss,Yes,No,0.910655279,1,3,1,1,1,5,3,0,4,1.0,3,1,1,1,1,1,3,2,3,No Response Given,0,2,0,0,31.0,Low
2018010422,Primary decision-maker,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,None,"$100,000 to < $250,000",No,No Response Given,No Response Given,Yes,3,Less than half,Yes,Very risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Sometimes,Never,No,No,No,No,Do not pay any fees,10.0,No,No,9,9,5% to 9.9%,2,Neither,Buy,3,8,Yes,Both,Email delivery,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,8,5,6,1,Lent money to the company,3,1,False,1,Don't know,Don't know,Don't know,Sell at a loss,Yes,Yes,0.910655279,2,3,1,1,2,8,5,9,9,10.0,3,1,1,1,1,3,3,2,3,No Response Given,2,0,2,2,65.0,Average
2018010430,Primary decision-maker,1,1,1,Yes,1,2,2,No,Yes,2,No,No,No,No,4 to 10 times,"$1,000,000 or more",Yes,No,No Response Given,No,2,More than half,Yes,Extremely risky,No,No,Never,Frequently,Frequently,Never,Never,No Response Given,Sometimes,Frequently,Never,Never,No,Yes,Yes,Yes,0.5% to < 1%,8.0,No,No,10,6,5% to 9.9%,2,Bought,Neither,5,7,Yes,Both,In-person meeting,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,10,6,7 - Strongly agree,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$0,Sell borrowed shares,Yes,Yes,0.609443224,1,3,1,2,3,10,6,10,6,8.0,3,3,1,1,1,3,3,4,3,No Response Given,2,2,2,2,70.0,High
2018010431,Share decision-making,2,1,2,No,1,2,2,No,No,2,No,No,No,No,None,"$500,000 to < $1,000,000",No,No Response Given,No Response Given,No,3,None,Yes,Extremely risky,No,No,Don't know,Don't know,Never,Never,Never,No Response Given,Sometimes,Never,Never,Never,No,No,No,No,Do not pay any fees,9.0,Yes,No,8,8,5% to 9.9%,2,Neither,Don't know,2,9,Don't know,Both,Paper mail,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,8,4,4 - Neither agree nor disagree,1,Lent money to the company,98,98,True,98,Don't know,Don't know,$250,Don't know,Yes,Yes,0.609443224,1,3,2,2,2,8,4,8,8,9.0,1,3,1,1,1,1,3,2,3,No Response Given,2,0,0,0,55.0,Average
2018010434,Primary decision-maker,1,1,1,No,1,2,1,No,No,2,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",No,No Response Given,No Response Given,No,3,Less than half,Yes,Extremely risky,No,No,Frequently,Sometimes,Never,Never,Never,1.0,Sometimes,Never,Never,Never,No,No,Yes,Yes,1% to < 2%,9.0,No,No,8,7,5% to 9.9%,3,Neither,Buy,1 - Strongly disagree,7,No,Protecting investors,Paper mail,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,6,4,6,2,Don't know,2,2,False,1,Lower fees/expenses,Don't know,Don't know,Sell soon after buying,Yes,No,0.609443224,2,3,1,2,3,6,4,8,7,9.0,3,3,1,2,1,3,3,2,5,5.0,0,2,0,2,66.0,Average
2018010436,Primary decision-maker,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,11 times or more,"$250,000 to < $500,000",Yes,Prefer not to say,No Response Given,No,3,More than half,Yes,Very risky,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.0,Sometimes,Sometimes,Sometimes,Sometimes,No,Yes,No,Yes,Less than 0.5%,8.0,No,No,6,7,10% to 14.9%,2,Prefer not to say,Neither,5,8,Don't know,Both,Email delivery,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,Yes,No Response Given,8,5,5,4,Prefer not to say,2,1,True,1,Lower fees/expenses,Greater demand,$250,Sell at a loss,Yes,Yes,0.609443224,2,3,1,2,2,8,5,6,7,8.0,3,1,1,1,1,3,3,2,3,5.0,0,2,2,2,63.0,Average
