NFCSID,A1,A2,A3,Individual Stocks,B2_2,Mutual Funds,Bonds,B2_5,B2_6,B2_7,B2_8,B3,B4,B5,B6,B8,Risk Tolerance,B11,Decision-Making Autonomy,Retirement Plan,Retirement Contributions,C4,C5_1,C5_2,C5_3,C5_4,C5_5,C6,C7,C8,C9,C10_1,C10_2,C10_3,C11,Reads Statements,C13,Clarity Satisfaction,C15,C16_1,C16_2,C16_3,Confidence in Investing,Confidence Comparing Returns,D2,D3,D4,Confidence Reading Disclosures,Confidence Avoiding Fraud,E1_3,E2,Reads Disclosures,E4,Regulatory Awareness,E6,Checking Account,Savings Account,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,Investment Confidence,Self-Rated Knowledge,Objective Knowledge 1 (Company Ownership),Objective Knowledge 2 (Shareholder Rights),Objective Knowledge 3 (Security Type),Objective Knowledge 4 (True/False),Objective Knowledge 5 (Diversification),Objective Knowledge 6 (Expected Return),Objective Knowledge 7 (Real vs Nominal),Objective Knowledge 8 (Municipal Bonds),Objective Knowledge 9 (Math Problem),Objective Knowledge 10 (Short Selling),G14_1,G14_2,G14_3,G14_4,G14_98,G14_99,H2,H3,WGT1,S_Gender,S_Age,S_Ethnicity,S_Education,S_Income,Checking Account_score,Savings Account_score,Retirement Plan_score,Retirement Contributions_score,Individual Stocks_score,Mutual Funds_score,Bonds_score,Self-Rated Knowledge_score,Investment Confidence_score,Objective Knowledge 1 (Company Ownership)_score,Objective Knowledge 2 (Shareholder Rights)_score,Objective Knowledge 3 (Security Type)_score,Objective Knowledge 4 (True/False)_score,Objective Knowledge 5 (Diversification)_score,Objective Knowledge 6 (Expected Return)_score,Objective Knowledge 7 (Real vs Nominal)_score,Objective Knowledge 8 (Municipal Bonds)_score,Objective Knowledge 9 (Math Problem)_score,Objective Knowledge 10 (Short Selling)_score,Risk Tolerance_score,Decision-Making Autonomy_score,Reads Statements_score,Reads Disclosures_score,Regulatory Awareness_score,Confidence in Investing_score,Confidence Comparing Returns_score,Confidence Reading Disclosures_score,Confidence Avoiding Fraud_score,Clarity Satisfaction_score,Total_Score,FinLit_Level
2015010146,Primary decision-maker,Yes,Yes,1,No,1,1,No,No,No,Yes,4 to 10 times,"$100,000 to < $250,000",Yes,Yes,Yes,2,More than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,3,9,10,5,Yes,No,No,7,1,5–9.9%,Better than market,4 - Neither agree nor disagree,3,3,2,Yes,2.0,Somewhat valuable,2,Electronic by email,2,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No Response Given,No,8,4,1,1,2,1,1,3,2,3,3,4,1,1,0,0,0,0,Yes,Yes,0.592976,1,3,1,2,2,1,3,No Response Given,No Response Given,3,3,3,2,3,3,3,0,3,3,No Response Given,No Response Given,3.0,No Response Given,3.0,4,3,3,2.0,1,2.0,No Response Given,No Response Given,No Response Given,5.0,56.0,Below Average
2015010147,Primary decision-maker,Yes,Yes,1,No,1,2,No,Yes,No,No,11 times or more,"$100,000 to < $250,000",Don't know,No Response Given,Yes,3,More than half,2,1.0,2.0,No,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,No,8,Yes,Not at all,Not at all,Not at all,No,2,7,8,6,Yes,No,No,6,4,0–4.9%,Same as market,4 - Neither agree nor disagree,6,4,4,Yes,2.0,Not at all valuable,3,Electronic by email,1,1,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No Response Given,Yes,7,6,1,2,2,1,1,5,4,3,2,4,1,1,0,0,0,0,Yes,Yes,0.996739,1,1,1,2,3,3,3,3.0,1.0,3,3,1,4,2,3,0,0,3,3,2.0,No Response Given,3.0,No Response Given,3.0,3,2,2,2.0,3,1.0,No Response Given,1.0,No Response Given,3.0,57.0,Below Average
2015010160,Primary decision-maker,Yes,Yes,1,Yes,1,2,No,No,No,No,11 times or more,"$1,000,000 or more",Don't know,No Response Given,No,3,More than half,3,1.0,5.0,Yes,Not at all important,Very important,Very important,Somewhat important,Not at all important,Somewhat important,No,2,Yes,Somewhat,Not at all,Not at all,No,2,5,2,4 - Neither agree nor disagree,Don't know,Don't know,Don't know,10,3,5–9.9%,Same as market,1 - Strongly disagree,3,8,1 - Not at all confident,Yes,1.0,Not at all valuable,2,None of the above,1,2,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,5,3,1,2,98,1,1,98,98,1,2,98,0,0,0,0,1,0,Yes,No,0.592976,1,3,1,2,2,3,1,3.0,No Response Given,3,3,1,1,0,3,0,0,3,3,0.0,0.0,No Response Given,No Response Given,0.0,3,1,2,1.0,1,5.0,No Response Given,No Response Given,3.0,No Response Given,40.0,Below Average
2015010164,Primary decision-maker,No,Yes,1,No,2,2,No,Yes,No,No,None,"< $2,000",No,No Response Given,No,4,More than half,2,2.0,3.0,No,Not at all important,Not at all important,Very important,Somewhat important,Somewhat important,Somewhat important,No,10 - Extremely clear,No,Not at all,Not at all,Not at all,No,3,5,10,7 - Strongly agree,No,No,Yes,1,1,0–4.9%,Same as market,4 - Neither agree nor disagree,5,3,5,Don't know,No Response Given,No Response Given,3,Paper by mail,1,1,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No Response Given,Yes,5,4,1,2,2,1,5,98,2,98,3,98,0,0,0,0,1,0,Yes,Yes,1.480255,1,2,1,1,1,3,3,1.0,2.0,3,1,1,2,0,3,0,0,3,0,0.0,No Response Given,0.0,No Response Given,0.0,1,2,3,No Response Given,3,No Response Given,No Response Given,0.0,No Response Given,5.0,36.0,Low
2015010167,Primary decision-maker,Yes,Yes,1,No,1,2,No,Yes,No,No,None,"$25,000 to < $50,000",No,No Response Given,No,3,More than half,2,2.0,2.0,Yes,Not at all important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,No,9,No,A great deal,A great deal,A great deal,No,2,7,8,6,Don't know,Don't know,Don't know,9,5,10–14.9%,Same as market,2,9,8,6,Yes,2.0,Somewhat valuable,4,Electronic by email,2,2,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No Response Given,No,9,5,2,1,2,1,1,4,98,1,98,2,1,1,0,0,0,0,No,Yes,1.229115,1,3,1,1,1,1,1,1.0,1.0,3,3,1,3,4,0,3,0,3,3,3.0,0.0,No Response Given,0.0,No Response Given,3,2,2,2.0,0,4.0,0.0,4.0,3.0,3.0,53.0,Below Average
2015010174,Primary decision-maker,Yes,Yes,2,No,1,2,No,Don't know,Yes,No,4 to 10 times,"$10,000 to < $25,000",Yes,No,Yes,3,Less than half,2,1.0,3.0,Yes,Not at all important,Very important,Very important,Very important,Very important,Somewhat important,Yes,9,Yes,Somewhat,Not at all,Somewhat,No,2,8,9,7 - Strongly agree,No,Yes,No,9,6,5–9.9%,Better than market,3,8,4,1 - Not at all confident,Yes,2.0,Somewhat valuable,3,Paper by mail,98,98,Yes,Don't know,Yes,No,No,Yes,Don't know,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,9,6,98,98,98,1,1,4,98,2,1,3,0,1,1,0,0,0,Yes,Yes,0.996739,2,1,2,2,2,0,0,3.0,2.0,1,3,1,4,4,0,0,0,3,3,3.0,0.0,No Response Given,3.0,No Response Given,3,2,2,2.0,3,4.0,1.0,3.0,No Response Given,4.0,54.0,Below Average
2015010181,Primary decision-maker,Yes,Yes,1,Yes,2,2,No,Yes,Yes,No,4 to 10 times,"$100,000 to < $250,000",Yes,Yes,Yes,1,More than half,1,No Response Given,No Response Given,No Response Given,Very important,Very important,Very important,Very important,Very important,Somewhat important,Yes,No Response Given,No Response Given,A great deal,A great deal,A great deal,Yes,2,9,8,6,Yes,Yes,Yes,7,8,10–14.9%,Same as market,6,8,8,7,Yes,2.0,Somewhat valuable,3,Paper by mail,2,1,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No Response Given,Yes,7,6,1,1,1,2,1,4,1,1,2,1,0,1,0,0,0,0,Yes,Yes,0.996739,2,1,1,2,3,1,3,No Response Given,No Response Given,3,1,1,4,2,3,3,3,0,3,3.0,No Response Given,No Response Given,No Response Given,No Response Given,5,3,2,2.0,3,2.0,3.0,3.0,3.0,3.0,59.0,Below Average
2015010186,Primary decision-maker,Yes,Yes,1,Yes,1,2,No,Yes,No,Yes,11 times or more,"$1,000,000 or more",Don't know,No Response Given,No,4,More than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Very important,Not at all important,Somewhat important,Somewhat important,Very important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,3,10 - Extremely important,10,7 - Strongly agree,Yes,No,No,10,9,Don't know,Better than market,1 - Strongly disagree,9,9,10 - Extremely confident,Yes,2.0,Somewhat valuable,3,Paper by mail,1,1,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No Response Given,No Response Given,10,5,1,2,2,1,1,98,98,3,98,4,0,0,0,0,1,0,Yes,Yes,0.592976,2,3,1,2,2,3,3,No Response Given,No Response Given,3,3,1,3,5,3,0,0,3,3,0.0,0.0,3.0,0.0,3.0,1,3,3,2.0,3,5.0,4.0,4.0,4.0,5.0,70.0,Average
2015010202,Primary decision-maker,Yes,Yes,1,No,1,2,No,Yes,No,Yes,4 to 10 times,"$250,000 to < $500,000",Don't know,No Response Given,Don't know,3,More than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Very important,Very important,Very important,Very important,Very important,No,No Response Given,No Response Given,Not at all,Somewhat,Don't know,No,2,10 - Extremely important,10,4 - Neither agree nor disagree,Yes,No,No,10,10,20%+,Same as market,2,8,7,8,Yes,1.0,Don't know,3,Electronic by email,2,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,10,5,1,98,1,1,1,6,98,1,1,2,1,0,1,0,0,0,No,No,1.480255,1,2,1,1,2,1,1,No Response Given,No Response Given,3,3,1,3,5,3,0,3,3,3,1.0,0.0,No Response Given,3.0,No Response Given,3,3,2,1.0,3,5.0,5.0,3.0,2.0,5.0,65.0,Average
2015010208,Share decision-making,Yes,Yes,2,No,2,1,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Don't know,No Response Given,No,3,More than half,2,2.0,3.0,No,Somewhat important,Very important,Not at all important,Somewhat important,Somewhat important,Somewhat important,No,7,No,A great deal,Somewhat,Somewhat,No,2,7,8,5,No,No,Yes,5,4,10–14.9%,Same as market,6,6,7,6,No,No Response Given,No Response Given,1,Electronic by email,2,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Don't know,No,No,Don't know,No,No,No,No Response Given,6,7,3,3,3,1,1,3,2,2,2,3,0,1,0,0,0,0,No,No,0.996739,1,1,1,2,3,1,1,1.0,2.0,1,1,3,5,1,0,0,0,3,3,No Response Given,No Response Given,No Response Given,No Response Given,No Response Given,3,2,2,No Response Given,3,0.0,No Response Given,1.0,2.0,3.0,38.0,Low
2015010218,Share decision-making,Yes,Yes,2,No,1,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,Yes,3,More than half,2,1.0,3.0,Yes,Very important,Very important,Very important,Somewhat important,Very important,Very important,Yes,5,No,Somewhat,A great deal,A great deal,No,3,8,7,7 - Strongly agree,Yes,No,No,5,98,0–4.9%,Same as market,3,4,98,4,Yes,2.0,Somewhat valuable,3,Paper by mail,2,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,6,4,1,2,2,2,1,5,98,98,3,3,1,0,1,0,0,0,Yes,Yes,0.592976,2,3,1,2,2,1,3,3.0,2.0,1,3,1,2,1,3,0,0,0,3,2.0,0.0,0.0,No Response Given,No Response Given,3,2,3,2.0,3,0.0,0.0,No Response Given,0.0,2.0,40.0,Below Average
2015010227,Share decision-making,No,Yes,1,No,2,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,No,2,More than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important,No,No Response Given,No Response Given,A great deal,A great deal,Somewhat,No,2,7,6,4 - Neither agree nor disagree,Yes,No,No,3,4,0–4.9%,Don't know,4 - Neither agree nor disagree,6,5,5,Don't know,No Response Given,No Response Given,2,Electronic by email,2,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,4,4,1,1,2,1,98,98,2,1,3,3,1,0,0,0,0,0,Yes,No,0.778899,1,2,2,2,2,1,3,No Response Given,No Response Given,3,1,1,2,0,3,3,0,3,0,0.0,No Response Given,No Response Given,No Response Given,No Response Given,4,3,2,No Response Given,1,No Response Given,No Response Given,1.0,0.0,1.0,32.0,Low
2015010231,Primary decision-maker,Yes,Yes,1,No,1,1,No,No,No,Don't know,1 to 3 times,"$50,000 to < $100,000",Yes,No,Prefer not to say,2,More than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Somewhat important,Somewhat important,Not at all important,Not at all important,Don't know,No,No Response Given,No Response Given,Somewhat,Somewhat,Somewhat,No,3,9,7,6,Yes,No,No,9,8,Don't know,Same as market,3,7,5,5,Yes,2.0,Not at all valuable,98,Electronic by email,2,2,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,8,4,1,2,1,2,1,98,98,3,98,4,0,0,0,0,1,0,Yes,Yes,0.592976,1,3,1,2,3,1,1,No Response Given,No Response Given,3,3,3,2,3,3,0,3,0,3,0.0,0.0,3.0,0.0,3.0,4,3,3,2.0,0,4.0,3.0,2.0,0.0,2.0,54.0,Below Average
2015010297,Primary decision-maker,Yes,Yes,1,Don't know,2,1,No,No,Yes,Don't know,1 to 3 times,"< $2,000",Yes,Yes,Yes,1,More than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Yes,No Response Given,No Response Given,Not at all,Not at all,Not at all,Yes,3,5,5,5,Yes,Yes,Yes,5,5,<0% (negative),Worse than market,5,7,3,5,Yes,1.0,Somewhat valuable,1,Online portal,1,1,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Don't know,Yes,Don't know,Yes,Don't know,Yes,No,No,No,Yes,No Response Given,5,5,2,3,2,1,1,1,1,2,1,3,0,1,0,0,0,0,Yes,Yes,2.064141,1,1,2,1,1,3,3,No Response Given,No Response Given,3,1,3,3,0,0,0,0,3,3,No Response Given,No Response Given,No Response Given,3.0,No Response Given,5,3,3,1.0,3,0.0,0.0,2.0,No Response Given,0.0,42.0,Below Average
2015010311,Primary decision-maker,Yes,Yes,1,Yes,1,1,Yes,Yes,No,No,1 to 3 times,"$250,000 to < $500,000",Yes,No,No,2,More than half,2,2.0,4.0,Yes,Very important,Very important,Very important,Very important,Very important,Very important,Yes,8,Yes,A great deal,A great deal,A great deal,No,2,9,9,5,No,No,Yes,8,8,5–9.9%,Same as market,5,9,9,9,No,No Response Given,No Response Given,3,Paper by mail,1,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,No,8,5,1,2,98,1,98,98,98,1,2,98,1,0,0,0,0,0,Yes,Yes,0.778899,1,2,2,2,3,3,3,1.0,3.0,3,3,3,3,3,3,0,0,3,0,0.0,0.0,No Response Given,No Response Given,0.0,4,2,2,No Response Given,3,3.0,3.0,4.0,4.0,4.0,60.0,Average
2015010344,Share decision-making,Yes,Yes,2,No,1,2,No,No,No,Yes,4 to 10 times,"$250,000 to < $500,000",No,No Response Given,Yes,3,Less than half,2,1.0,5.0,No,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Don't know,7,Yes,Don't know,Don't know,Don't know,No,2,7,7,6,No,Yes,No,6,7,5–9.9%,Same as market,6,5,5,5,Yes,2.0,Not at all valuable,3,Paper by mail,2,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,7,6,1,2,2,1,1,4,2,3,3,4,0,1,0,0,0,0,Yes,No,0.592976,1,3,1,2,3,1,3,3.0,No Response Given,1,3,1,4,2,3,0,0,3,3,3.0,No Response Given,3.0,No Response Given,3.0,3,2,2,2.0,3,1.0,2.0,0.0,0.0,2.0,53.0,Below Average
2015010352,Primary decision-maker,Yes,Yes,1,Yes,1,2,Yes,Yes,No,No,4 to 10 times,"$500,000 to < $1,000,000",No,No Response Given,No,2,More than half,2,1.0,4.0,Yes,Somewhat important,Very important,Very important,Very important,Very important,Very important,No,9,Yes,Somewhat,Somewhat,Somewhat,No,3,9,9,6,Yes,No,No,9,9,5–9.9%,Same as market,5,9,9,9,No,No Response Given,No Response Given,3,Electronic by email,2,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,9,6,4,4,2,1,1,4,2,1,1,3,1,1,1,0,0,0,Yes,Yes,0.778899,2,2,1,2,3,1,3,3.0,3.0,3,3,1,4,4,0,0,0,3,3,3.0,No Response Given,No Response Given,3.0,No Response Given,4,2,3,No Response Given,3,4.0,4.0,4.0,4.0,4.0,69.0,Average
2015010357,Primary decision-maker,Yes,Yes,1,Yes,2,1,No,No,No,No,11 times or more,"$100,000 to < $250,000",No,No Response Given,No,3,More than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Somewhat important,Very important,Not at all important,Somewhat important,Somewhat important,No,No Response Given,No Response Given,Somewhat,Somewhat,A great deal,No,2,10 - Extremely important,9,5,Yes,Yes,No,8,6,10–14.9%,Same as market,5,2,4,2,No,No Response Given,No Response Given,3,Paper by mail,2,2,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,7,5,1,2,2,1,1,98,98,1,3,3,1,1,0,0,0,0,Yes,Yes,1.480255,2,2,2,1,2,1,1,No Response Given,No Response Given,3,1,3,3,2,3,0,0,3,3,0.0,0.0,No Response Given,No Response Given,No Response Given,3,3,2,No Response Given,3,3.0,1.0,No Response Given,No Response Given,4.0,42.0,Below Average
2015010375,Primary decision-maker,No,Yes,1,Yes,1,2,No,Yes,Yes,No,4 to 10 times,"$5,000 to < $10,000",Yes,Yes,Yes,2,More than half,2,1.0,2.0,Yes,Not at all important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Yes,10 - Extremely clear,Yes,Not at all,Somewhat,A great deal,Yes,2,10 - Extremely important,10,7 - Strongly agree,Yes,Yes,Yes,9,10,10–14.9%,Same as market,7 - Strongly agree,9,10,9,Yes,2.0,Somewhat valuable,3,Paper by mail,1,2,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,9,7,2,3,3,1,4,4,3,3,2,1,0,1,0,0,0,0,Yes,Yes,2.064141,2,1,2,1,1,3,1,3.0,1.0,3,3,1,5,4,0,0,0,3,0,3.0,3.0,3.0,No Response Given,No Response Given,4,2,2,2.0,3,4.0,5.0,4.0,5.0,5.0,72.0,Average
2015010397,Primary decision-maker,No,Yes,1,No,2,2,No,No,No,No,1 to 3 times,"< $2,000",Don't know,No Response Given,No,98,More than half,2,2.0,1.0,No,Very important,Very important,Very important,Very important,Very important,Very important,No,Don't know,No,A great deal,A great deal,A great deal,No,2,10 - Extremely important,8,5,No,No,No,1,1,0–4.9%,Better than market,6,1,1,1 - Not at all confident,Don't know,No Response Given,No Response Given,98,Paper by mail,2,2,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No Response Given,No,6,4,1,2,98,98,98,98,98,1,3,98,0,0,0,0,1,0,No,Yes,1.229115,2,3,1,1,1,1,1,1.0,0.0,3,1,1,2,1,3,0,0,0,0,0.0,0.0,No Response Given,No Response Given,0.0,0,2,2,No Response Given,0,No Response Given,No Response Given,No Response Given,No Response Given,3.0,21.0,Low
2015010418,Primary decision-maker,Yes,Yes,1,Yes,2,1,Yes,No,No,Yes,1 to 3 times,"$2,000 to < $5,000",Yes,No,Yes,3,Less than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,Yes,3,8,8,6,Yes,Yes,No,7,8,0–4.9%,Worse than market,7 - Strongly agree,9,8,8,Yes,3.0,Very valuable,1,Electronic by email,2,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No Response Given,No Response Given,8,7,2,1,1,1,2,2,2,2,1,2,1,0,0,0,0,0,Yes,Yes,2.064141,1,1,2,1,1,1,3,No Response Given,No Response Given,3,1,3,5,3,0,3,3,3,3,No Response Given,No Response Given,No Response Given,3.0,No Response Given,3,3,3,3.0,3,2.0,3.0,4.0,3.0,3.0,64.0,Average
2015010420,Primary decision-maker,Yes,Yes,2,No,1,2,No,No,No,No,11 times or more,"< $2,000",Don't know,No Response Given,No,2,Don't know,2,1.0,4.0,Yes,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,No,7,Yes,A great deal,A great deal,A great deal,No,3,6,6,6,Yes,No,No,7,7,5–9.9%,Same as market,2,6,8,1 - Not at all confident,Yes,2.0,Somewhat valuable,3,Paper by mail,2,1,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Don't know,No Response Given,No,8,6,1,3,3,1,1,4,98,1,1,2,0,0,0,0,1,0,Yes,Yes,0.778899,1,2,1,2,1,1,3,3.0,3.0,1,3,1,4,3,3,0,0,3,3,3.0,0.0,No Response Given,3.0,No Response Given,4,2,3,2.0,3,2.0,2.0,1.0,3.0,1.0,60.0,Average
2015010422,Primary decision-maker,No,Yes,1,Yes,2,2,No,No,No,No,None,"$5,000 to < $10,000",No,No Response Given,No,4,Less than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,No Response Given,No Response Given,A great deal,Somewhat,Somewhat,No,3,10 - Extremely important,7,5,Don't know,Don't know,Don't know,7,7,Don't know,Better than market,5,6,6,6,No,No Response Given,No Response Given,1,Paper by mail,98,1,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Yes,No,No,Yes,Don't know,Don't know,No,No,No,Yes,Yes,No,No,No,No Response Given,No,4,4,1,98,98,1,1,98,98,1,2,98,1,0,0,0,0,0,No,No,1.229115,2,3,1,1,1,0,3,No Response Given,No Response Given,3,1,1,2,0,3,0,0,3,3,0.0,0.0,No Response Given,No Response Given,0.0,1,3,3,No Response Given,3,2.0,2.0,1.0,1.0,2.0,37.0,Low
2015010428,Primary decision-maker,Yes,Yes,1,Yes,1,2,No,Yes,No,No,11 times or more,"$100,000 to < $250,000",Yes,Yes,Yes,2,More than half,2,1.0,3.0,Yes,Very important,Very important,Very important,Very important,Very important,Very important,Yes,6,Yes,A great deal,A great deal,A great deal,No,2,10 - Extremely important,8,5,Yes,Yes,No,8,7,0–4.9%,Same as market,4 - Neither agree nor disagree,4,5,4,Yes,2.0,Somewhat valuable,2,Electronic by email,1,1,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No Response Given,Yes,7,5,4,2,3,1,5,3,2,1,3,3,1,0,0,0,0,0,Yes,No,0.778899,2,2,1,2,3,3,3,3.0,2.0,3,3,1,3,2,0,0,0,3,0,No Response Given,No Response Given,No Response Given,No Response Given,No Response Given,4,2,2,2.0,1,3.0,2.0,No Response Given,0.0,3.0,45.0,Below Average
2015010437,Primary decision-maker,Yes,Yes,1,No,2,2,No,No,Yes,No,4 to 10 times,"$25,000 to < $50,000",Yes,No,No,2,More than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,Yes,No Response Given,No Response Given,Somewhat,A great deal,A great deal,No,3,10 - Extremely important,10,3,Yes,No,No,9,8,5–9.9%,Same as market,7 - Strongly agree,4,6,4,Yes,2.0,Somewhat valuable,3,Paper by mail,2,1,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,8,6,1,2,2,1,5,98,4,98,3,2,1,0,1,0,0,0,Yes,Yes,1.229115,1,3,1,1,2,1,3,No Response Given,No Response Given,3,1,1,4,3,3,0,0,3,0,0.0,No Response Given,0.0,No Response Given,No Response Given,4,3,3,2.0,3,4.0,3.0,No Response Given,1.0,5.0,50.0,Below Average
2015010491,Share decision-making,No,Yes,1,No,2,2,No,Yes,No,No,None,"$5,000 to < $10,000",No,No Response Given,No,4,Less than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Very important,No,No Response Given,No Response Given,Somewhat,Somewhat,Somewhat,No,2,Don't know,98,4 - Neither agree nor disagree,No,No,No,98,98,Don't know,Same as market,4 - Neither agree nor disagree,6,6,6,No,No Response Given,No Response Given,1,Paper by mail,98,98,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,10,3,1,2,2,1,1,98,98,1,98,98,1,0,0,0,0,0,No,Yes,1.229115,1,3,1,1,1,0,0,No Response Given,No Response Given,3,1,1,1,5,3,0,0,3,3,0.0,0.0,No Response Given,0.0,0.0,1,3,2,No Response Given,3,0.0,0.0,1.0,1.0,0.0,31.0,Low
2015010498,Share decision-making,Yes,Yes,1,No,1,1,Yes,Yes,No,No,None,"$100,000 to < $250,000",Don't know,No Response Given,No,3,More than half,2,1.0,2.0,Yes,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,8,No,Somewhat,A great deal,A great deal,No,3,7,8,4 - Neither agree nor disagree,No,No,Yes,8,7,10–14.9%,Better than market,4 - Neither agree nor disagree,7,7,6,Yes,2.0,Somewhat valuable,2,Paper by mail,2,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No Response Given,No,7,5,1,2,3,1,3,98,98,3,98,3,1,0,1,0,0,0,No,Yes,1.229115,1,3,1,1,2,1,3,3.0,1.0,3,3,3,3,2,3,0,0,3,0,0.0,0.0,3.0,0.0,No Response Given,3,2,3,2.0,1,3.0,2.0,2.0,2.0,3.0,54.0,Below Average
